target,stage,query_time_step,key_time_step,query_lag_steps,key_lag_steps,mean_attention_score
Tout_C,Early,16,0,-13,-29,0.0225712731480598
Tout_C,Early,16,1,-13,-28,0.0216901004314422
Tout_C,Early,16,2,-13,-27,0.021243218332529
Tout_C,Early,16,3,-13,-26,0.0210581049323081
Tout_C,Early,16,4,-13,-25,0.0210297517478466
Tout_C,Early,16,5,-13,-24,0.0210918970406055
Tout_C,Early,16,6,-13,-23,0.0212024319916963
Tout_C,Early,16,7,-13,-22,0.0213351063430309
Tout_C,Early,16,8,-13,-21,0.0214743483811616
Tout_C,Early,16,9,-13,-20,0.0216120332479476
Tout_C,Early,16,10,-13,-19,0.0217453856021165
Tout_C,Early,16,11,-13,-18,0.0218755695968866
Tout_C,Early,16,12,-13,-17,0.0220067724585533
Tout_C,Early,16,13,-13,-16,0.0221458543092012
